ph,tds_ppm,turbidity_ntu,temperature_c,dry_days_before_rain,rainwater_quality_score,water_class,recommended_action
5.86,326.2,67.24,30.2,12,33.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.3,65.4,0.39,23.8,5,88.6,Excellent_Store,Best for storage; disinfect before drinking use
5.63,487.0,82.07,28.7,26,22.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.79,440.9,78.54,22.8,32,23.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.77,268.6,46.34,23.8,31,30.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.16,124.4,0.14,34.9,10,77.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.07,109.4,22.39,25.4,12,51.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.12,9.0,4.11,31.4,3,82.2,Excellent_Store,Best for storage; disinfect before drinking use
6.22,90.7,0.46,24.3,6,86.4,Excellent_Store,Best for storage; disinfect before drinking use
6.07,215.4,21.14,29.2,3,47.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.01,184.8,14.49,28.1,20,45.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.99,211.5,6.88,24.5,22,53.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.76,288.0,59.41,24.8,14,29.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.36,185.0,16.44,23.2,7,52.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.59,442.1,95.0,24.4,36,21.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.12,306.4,18.82,26.0,2,46.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.86,448.5,95.0,30.3,22,24.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.0,443.4,68.17,28.2,28,32.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.93,82.6,0.03,22.8,3,84.6,Excellent_Store,Best for storage; disinfect before drinking use
6.05,125.0,0.03,33.2,10,79.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.46,85.2,0.03,27.7,3,91.2,Excellent_Store,Best for storage; disinfect before drinking use
6.4,5.0,4.02,26.7,4,88.2,Excellent_Store,Best for storage; disinfect before drinking use
6.04,263.8,12.02,26.2,9,46.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.65,57.2,0.86,27.9,5,93.5,Excellent_Store,Best for storage; disinfect before drinking use
5.9,613.2,95.0,22.3,22,22.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.96,75.2,1.29,24.5,2,83.2,Excellent_Store,Best for storage; disinfect before drinking use
6.08,47.4,25.98,20.9,20,53.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.56,426.5,82.82,20.1,21,21.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.32,241.6,23.66,26.8,2,46.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.27,99.1,6.65,29.6,14,68.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.45,96.3,7.35,27.3,10,72.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.82,103.8,3.33,29.1,5,72.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.83,490.1,95.0,31.7,44,23.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.63,255.1,45.54,27.6,2,48.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.19,142.1,6.13,28.7,12,66.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.44,179.1,0.82,24.5,4,85.8,Excellent_Store,Best for storage; disinfect before drinking use
6.17,55.0,0.08,21.2,1,90.8,Excellent_Store,Best for storage; disinfect before drinking use
5.96,493.6,94.64,32.6,16,24.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.1,275.4,6.55,30.0,9,57.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.11,120.1,3.8,32.9,14,70.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.24,27.8,8.82,25.9,4,76.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.04,279.3,79.92,25.5,29,31.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.12,109.2,3.6,28.2,0,77.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.94,519.3,95.0,24.0,45,24.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.05,44.2,4.66,22.7,2,74.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.17,96.8,8.69,26.4,0,68.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.93,155.4,43.13,23.7,21,42.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.19,76.0,0.24,31.2,0,89.7,Excellent_Store,Best for storage; disinfect before drinking use
5.97,354.7,56.98,29.8,19,31.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.28,146.6,19.07,28.2,11,51.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.48,470.3,95.0,28.8,27,21.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.86,515.0,95.0,31.7,37,20.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.35,5.0,5.97,25.0,7,80.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.9,32.5,0.03,28.9,6,95.7,Excellent_Store,Best for storage; disinfect before drinking use
6.24,79.1,7.27,25.8,0,74.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.67,356.6,79.4,34.3,35,21.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.89,21.4,1.36,33.8,5,83.6,Excellent_Store,Best for storage; disinfect before drinking use
5.92,243.5,64.14,28.5,17,34.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.02,24.7,6.99,26.3,0,76.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.04,17.4,0.03,29.4,4,88.9,Excellent_Store,Best for storage; disinfect before drinking use
5.84,265.4,82.35,23.9,16,33.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.38,150.1,35.17,27.1,8,52.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.09,126.1,4.59,28.6,1,72.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.85,320.0,43.18,28.3,8,32.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.14,35.3,1.58,28.6,1,92.3,Excellent_Store,Best for storage; disinfect before drinking use
5.86,218.8,66.65,25.2,20,31.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.25,113.5,21.15,34.8,11,50.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.05,119.7,1.2,24.6,2,81.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.91,291.9,83.49,29.3,10,31.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.71,418.6,89.39,21.5,43,23.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.17,156.9,0.03,28.0,5,83.4,Excellent_Store,Best for storage; disinfect before drinking use
6.25,420.1,48.28,23.7,16,34.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.59,580.2,87.02,33.5,14,20.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.53,345.6,53.83,24.4,35,24.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.48,502.5,88.39,32.0,27,15.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.65,458.5,88.76,29.8,21,22.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.47,123.6,12.47,25.7,11,64.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.92,675.2,81.3,22.0,31,23.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.33,285.8,52.4,30.8,20,39.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.0,288.1,41.96,26.4,11,38.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.88,5.0,5.22,23.7,9,73.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.62,388.1,95.0,29.5,39,23.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.85,212.7,47.6,24.7,19,37.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.2,6.0,5.23,30.0,0,84.2,Excellent_Store,Best for storage; disinfect before drinking use
5.95,122.0,34.54,29.2,13,45.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.7,354.1,95.0,28.5,21,24.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.17,25.1,0.08,29.0,3,90.5,Excellent_Store,Best for storage; disinfect before drinking use
6.19,87.3,1.6,32.1,1,85.9,Excellent_Store,Best for storage; disinfect before drinking use
5.92,284.6,43.45,30.9,30,32.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.22,71.6,2.55,30.4,6,84.1,Excellent_Store,Best for storage; disinfect before drinking use
6.39,38.3,10.03,28.5,5,72.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.7,221.8,89.06,29.7,15,32.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.74,476.1,65.79,27.4,37,23.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.3,82.4,0.03,27.7,5,90.9,Excellent_Store,Best for storage; disinfect before drinking use
5.66,375.0,95.0,28.5,35,24.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.83,411.9,95.0,27.6,39,23.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.91,34.5,0.03,25.9,3,88.8,Excellent_Store,Best for storage; disinfect before drinking use
5.74,5.0,4.42,27.0,8,72.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.76,325.9,35.65,25.1,17,31.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.91,68.7,0.03,25.0,4,83.4,Excellent_Store,Best for storage; disinfect before drinking use
5.78,366.2,95.0,29.2,29,24.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.95,86.9,0.03,30.8,6,89.6,Excellent_Store,Best for storage; disinfect before drinking use
6.53,107.8,4.62,24.9,12,74.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.48,359.1,48.95,22.4,22,33.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.35,12.6,0.03,29.8,7,94.0,Excellent_Store,Best for storage; disinfect before drinking use
5.78,18.4,6.91,31.5,0,70.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.9,396.2,55.02,25.9,11,33.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.04,23.7,5.86,30.6,5,77.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.98,456.8,95.0,28.3,21,24.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.81,384.9,95.0,27.5,28,24.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.76,287.5,48.05,25.2,27,28.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.23,23.7,0.03,25.7,0,96.7,Excellent_Store,Best for storage; disinfect before drinking use
5.8,73.5,26.86,28.2,13,50.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.76,330.7,92.04,25.6,29,24.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.92,295.2,35.8,25.9,19,35.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.09,354.5,95.0,27.3,20,32.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.52,119.9,37.16,25.4,17,52.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.23,99.4,0.03,26.4,6,88.2,Excellent_Store,Best for storage; disinfect before drinking use
6.3,9.4,12.58,27.9,3,69.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.69,402.4,64.4,27.6,11,28.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.07,55.2,1.12,27.0,2,90.1,Excellent_Store,Best for storage; disinfect before drinking use
6.12,35.7,3.48,27.3,6,82.3,Excellent_Store,Best for storage; disinfect before drinking use
6.3,66.8,8.32,33.5,3,70.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.42,353.9,84.43,31.5,31,19.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.49,50.4,3.58,24.7,6,85.8,Excellent_Store,Best for storage; disinfect before drinking use
5.89,118.5,13.48,29.5,10,53.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.6,421.8,48.88,31.6,33,35.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.56,48.1,5.1,23.5,2,82.6,Excellent_Store,Best for storage; disinfect before drinking use
6.21,40.9,5.61,23.4,0,79.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.71,506.1,95.0,22.3,39,22.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.36,83.9,5.16,30.0,5,77.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.03,508.9,60.31,25.5,15,26.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.14,48.1,0.03,27.4,4,88.6,Excellent_Store,Best for storage; disinfect before drinking use
5.78,486.6,83.21,21.4,42,21.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.1,176.7,49.55,27.1,11,42.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.23,155.1,18.5,33.3,22,47.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.21,194.1,36.41,29.8,2,47.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.32,295.1,33.99,25.2,23,41.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.36,35.0,0.03,26.8,6,92.7,Excellent_Store,Best for storage; disinfect before drinking use
6.04,237.1,76.05,31.7,19,34.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.07,156.0,0.03,24.3,9,76.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.93,293.1,85.81,25.4,14,33.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.68,421.0,95.0,30.6,29,21.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.06,158.5,28.08,29.3,13,46.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.95,90.2,7.72,29.5,1,66.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.19,260.3,18.01,25.7,4,46.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.26,127.4,2.11,30.1,13,77.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.3,164.9,19.0,34.1,24,46.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.14,5.0,1.42,32.2,4,89.3,Excellent_Store,Best for storage; disinfect before drinking use
5.77,312.4,51.58,29.3,17,29.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.05,66.5,7.8,23.8,3,67.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.21,135.4,18.96,27.5,20,49.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.14,74.1,0.03,30.3,5,87.1,Excellent_Store,Best for storage; disinfect before drinking use
6.16,18.2,0.03,30.7,2,92.6,Excellent_Store,Best for storage; disinfect before drinking use
6.42,38.8,0.07,24.0,4,90.6,Excellent_Store,Best for storage; disinfect before drinking use
5.77,356.2,64.67,31.4,33,25.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.27,113.6,3.26,26.7,11,75.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.52,62.6,0.03,26.3,0,95.1,Excellent_Store,Best for storage; disinfect before drinking use
5.44,389.9,82.37,27.4,12,22.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.91,470.9,87.84,25.1,45,24.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.07,73.5,0.62,28.6,1,87.6,Excellent_Store,Best for storage; disinfect before drinking use
6.25,136.0,7.0,30.7,2,68.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.59,8.0,3.27,27.9,3,90.7,Excellent_Store,Best for storage; disinfect before drinking use
6.02,263.6,2.42,30.5,20,64.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.97,114.8,7.14,28.9,0,65.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.52,157.4,4.53,26.8,11,71.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.31,71.1,0.03,31.9,4,89.6,Excellent_Store,Best for storage; disinfect before drinking use
6.46,5.0,4.34,23.5,2,86.0,Excellent_Store,Best for storage; disinfect before drinking use
6.05,229.1,64.8,32.4,32,32.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.01,284.0,45.63,26.9,31,31.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.41,41.8,8.41,28.5,1,75.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.6,608.1,85.24,27.8,15,22.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.66,333.5,68.14,22.9,8,28.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.82,354.8,59.71,28.2,41,23.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.1,102.7,18.85,22.1,7,53.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.29,70.7,10.3,29.4,3,71.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.78,388.1,77.6,26.0,42,23.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.59,429.0,85.74,25.2,24,22.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.8,226.3,43.6,25.4,35,32.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.29,149.3,0.03,33.1,0,81.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.75,439.4,95.0,34.2,44,19.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.49,120.7,0.78,24.6,2,88.7,Excellent_Store,Best for storage; disinfect before drinking use
6.11,18.8,0.03,32.5,2,92.0,Excellent_Store,Best for storage; disinfect before drinking use
5.91,470.9,95.0,33.2,35,23.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.1,286.2,13.39,25.8,6,50.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.11,22.2,8.6,25.9,5,71.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.79,100.3,25.37,28.1,6,48.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.69,385.2,95.0,27.7,27,23.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.91,79.6,8.41,29.4,4,65.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.72,37.3,27.76,24.9,5,52.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.24,30.6,0.86,31.2,0,92.8,Excellent_Store,Best for storage; disinfect before drinking use
6.2,49.6,0.03,24.3,2,92.8,Excellent_Store,Best for storage; disinfect before drinking use
5.67,244.8,50.91,30.5,19,30.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.08,40.3,7.42,22.7,13,69.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.41,361.5,95.0,29.1,34,19.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.39,247.9,23.33,31.5,9,45.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.67,41.7,2.33,27.4,0,95.2,Excellent_Store,Best for storage; disinfect before drinking use
6.43,88.0,3.06,29.8,6,80.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.04,43.9,4.02,24.5,0,79.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.62,578.6,92.05,27.6,29,19.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.05,309.8,85.87,26.1,29,34.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.04,9.8,9.76,28.3,1,70.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.92,153.8,5.24,27.0,2,65.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.31,528.4,89.24,30.7,18,17.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.41,135.9,20.04,31.6,12,52.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.33,167.5,1.63,27.9,9,76.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.85,148.0,2.53,29.4,9,69.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.01,94.7,1.18,25.6,7,83.4,Excellent_Store,Best for storage; disinfect before drinking use
6.13,51.0,1.31,29.5,6,87.7,Excellent_Store,Best for storage; disinfect before drinking use
6.32,29.9,3.93,27.0,1,84.5,Excellent_Store,Best for storage; disinfect before drinking use
6.24,73.9,1.84,31.3,0,87.4,Excellent_Store,Best for storage; disinfect before drinking use
6.44,249.8,32.83,27.6,7,45.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.52,397.9,95.0,28.3,32,20.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.41,27.9,5.28,30.7,2,82.3,Excellent_Store,Best for storage; disinfect before drinking use
6.51,134.6,22.55,26.6,11,55.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.03,25.8,0.03,21.3,1,86.8,Excellent_Store,Best for storage; disinfect before drinking use
6.15,91.9,4.16,25.6,0,75.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.96,293.0,55.04,27.6,10,36.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.62,385.6,80.06,29.1,24,24.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.59,5.0,0.03,28.8,1,99.3,Excellent_Store,Best for storage; disinfect before drinking use
5.65,451.8,59.22,25.2,34,21.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.12,406.6,73.17,25.2,27,17.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.25,42.0,2.34,27.6,6,86.2,Excellent_Store,Best for storage; disinfect before drinking use
5.37,407.3,65.42,25.0,29,20.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.79,256.7,51.1,34.0,11,31.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.61,77.9,0.03,28.1,12,78.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.37,345.0,8.0,26.2,3,57.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.71,477.1,88.17,26.4,27,25.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.83,705.1,81.97,30.3,27,19.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.07,5.0,3.3,27.2,0,84.6,Excellent_Store,Best for storage; disinfect before drinking use
6.12,153.7,45.61,27.6,11,45.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.04,264.7,12.32,27.2,8,48.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.1,50.5,0.03,27.1,6,89.8,Excellent_Store,Best for storage; disinfect before drinking use
5.4,463.6,95.0,29.6,42,17.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.51,200.0,16.46,24.0,16,54.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.94,420.7,71.22,26.3,17,30.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.9,93.0,22.63,26.2,8,51.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.05,125.1,46.65,27.9,13,45.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.99,100.3,8.37,31.0,8,62.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.36,143.4,0.03,28.8,1,85.4,Excellent_Store,Best for storage; disinfect before drinking use
5.86,506.5,95.0,30.7,28,22.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.82,449.4,93.33,27.9,43,23.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.74,132.1,7.71,28.7,8,67.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.33,121.0,3.23,26.6,7,75.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.04,82.8,1.62,22.5,0,82.6,Excellent_Store,Best for storage; disinfect before drinking use
6.06,107.1,19.62,31.4,9,48.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.14,124.4,45.92,31.4,7,48.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.1,82.4,6.11,29.0,7,70.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.99,582.9,81.73,32.2,28,24.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.74,350.3,59.37,29.8,10,30.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.58,479.4,95.0,31.3,40,19.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.64,367.1,94.66,24.8,24,23.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.95,253.5,55.86,26.0,19,34.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.42,210.6,26.43,30.8,17,47.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.13,109.4,27.23,24.5,11,49.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.22,157.4,22.34,27.1,15,46.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.75,251.7,44.25,25.6,26,32.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.25,143.3,1.0,27.0,12,79.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.07,117.0,0.03,31.1,1,84.7,Excellent_Store,Best for storage; disinfect before drinking use
5.82,85.7,12.33,27.5,15,54.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.87,577.1,93.39,29.0,43,22.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.43,76.8,4.45,25.8,1,84.5,Excellent_Store,Best for storage; disinfect before drinking use
6.1,194.3,43.8,26.0,4,46.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.22,221.1,16.46,30.4,12,48.2,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.78,367.7,89.22,24.5,28,26.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.71,369.9,89.8,27.9,19,24.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.28,434.6,69.12,28.0,33,33.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.9,311.9,76.39,34.1,17,29.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.81,137.8,2.36,24.7,11,69.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.31,92.7,2.1,24.2,1,85.4,Excellent_Store,Best for storage; disinfect before drinking use
6.46,59.9,3.35,29.8,0,86.0,Excellent_Store,Best for storage; disinfect before drinking use
5.43,404.0,95.0,26.0,26,21.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.05,66.5,5.79,25.6,8,68.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.17,149.5,4.8,31.0,7,68.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.23,85.8,0.03,30.4,0,89.1,Excellent_Store,Best for storage; disinfect before drinking use
6.12,95.1,6.07,30.0,13,67.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.89,314.6,50.4,22.5,26,28.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
